publication_number,title,url,code,number_of_cited_by
US-6221006-B1,Entrapping apparatus and method for use,https://patents.google.com/patent/US6221006B1,A61B2017/2212,1137
US-9844376-B2,Staple cartridge comprising a releasable adjunct material,https://patents.google.com/patent/US9844376B2,A61B2017/07285,1136
US-4998539-A,Method of using removable endo-arterial devices to repair detachments in the arterial walls,https://patents.google.com/patent/US4998539A,A61F2230/0076,1136
US-5089606-A,Water-insoluble polysaccharide hydrogel foam for medical applications,https://patents.google.com/patent/US5089606A,C08J3/241,1136
US-8298233-B2,Surgical instrument configured for use with interchangeable hand grips,https://patents.google.com/patent/US8298233B2,A61B2018/00601,1136
US-5712460-A,Multi-function surgical device control system,https://patents.google.com/patent/US5712460A,H01H2201/036,1136
US-10258331-B2,Mechanisms for compensating for drivetrain failure in powered surgical instruments,https://patents.google.com/patent/US10258331B2,G01H17/00,1136
US-5204897-A,Management interface for license management system,https://patents.google.com/patent/US5204897A,G06Q30/04,1136
US-4949707-A,Retractor apparatus,https://patents.google.com/patent/US4949707A,A61B17/0206,1136
US-5092858-A,Liquid gelling agent distributor device,https://patents.google.com/patent/US5092858A,A61M1/882,1136
US-6026375-A,Method and apparatus for processing orders from customers in a mobile environment,https://patents.google.com/patent/US6026375A,G06Q30/0635,1136
US-4439196-A,Osmotic drug delivery system,https://patents.google.com/patent/US4439196A,A61K9/0004,1135
US-5933822-A,Apparatus and methods for an information retrieval system that employs natural language processing of search results to improve overall precision,https://patents.google.com/patent/US5933822A,G06F16/3344,1135
US-4324246-A,Disposable absorbent article having a stain resistant topsheet,https://patents.google.com/patent/US4324246A,A61F13/51,1135
US-D263020-S,Retractable knife,https://patents.google.com/patent/USD263020S,,1135
US-8491581-B2,Method for powering a surgical instrument,https://patents.google.com/patent/US8491581B2,A61B2018/00404,1135
US-7562910-B2,Plug-type connection arrangement for a hose and a pipe,https://patents.google.com/patent/US7562910B2,F16L37/0885,1135
US-6430298-B1,Microphone mounting structure for a sound amplifying respirator and/or bubble suit,https://patents.google.com/patent/US6430298B1,A62B18/08,1135
US-5446137-A,Oligonucleotides containing 4&#39;-substituted nucleotides,https://patents.google.com/patent/US5446137A,C07H21/00,1135
US-6006221-A,Multilingual document retrieval system and method using semantic vector matching,https://patents.google.com/patent/US6006221A,G06F16/3338,1135
US-5446137-B1,Oligonucleotides containing 4&#39;-substituted nucleotides,https://patents.google.com/patent/US5446137B1,C07H21/00,1135
US-8970507-B2,Method of waking up and a portable electronic device configured to perform the same,https://patents.google.com/patent/US8970507B2,G06F1/3203,1135
US-4751578-A,System for electronically controllably viewing on a television updateable television programming information,https://patents.google.com/patent/US4751578A,H04N21/47,1135
WO-0141512-A1,Complexes of form l2mx as phosphorescent dopants for organic leds,https://patents.google.com/patent/WO2001041512A1,C09K11/06,1135
US-6154787-A,Grouping shared resources into one or more pools and automatically re-assigning shared resources from where they are not currently needed to where they are needed,https://patents.google.com/patent/US6154787A,G06F2209/5011,1134
US-2007198656-A1,Methods and servers for establishing a connection between a client system and a virtual machine executing in a terminal services session and hosting a requested computing environment,https://patents.google.com/patent/US20070198656A1,G09G2370/16,1134
US-5285381-A,Multiple control-point control system and method of use,https://patents.google.com/patent/US5285381A,G06F11/184,1134
US-4926327-A,Computerized gaming system,https://patents.google.com/patent/US4926327A,G07F17/32,1134
US-5077506-A,Microprocessor controlled arthroscopic surgical system,https://patents.google.com/patent/US5077506A,A61B17/32002,1134
WO-03030743-A2,Surgical stapling device,https://patents.google.com/patent/WO2003030743A2,A61B2090/0808,1134
US-5609636-A,Spinal implant,https://patents.google.com/patent/US5609636A,A61F2002/30593,1134
US-5738629-A,Self-retracting endoscope,https://patents.google.com/patent/US5738629A,A61M25/1006,1134
US-6216129-B1,Advertisement selection system supporting discretionary target market characteristics,https://patents.google.com/patent/US6216129B1,Y10S707/99934,1134
US-6330546-B1,Risk determination and management using predictive modeling and transaction profiles for individual transacting entities,https://patents.google.com/patent/US6330546B1,G06Q40/03,1134
US-6936948-B2,Electric machine having an integrally continuous stator winding and stator slot bridges,https://patents.google.com/patent/US6936948B2,H02M7/00,1134
WO-9950787-A1,Cross-network functions via linked hardcopy and electronic documents,https://patents.google.com/patent/WO1999050787A1,G06F3/0321,1134
US-4721677-A,Implantable gas-containing biosensor and method for measuring an analyte such as glucose,https://patents.google.com/patent/US4721677A,C12Q1/005,1134
US-7118563-B2,"Self-contained, diode-laser-based dermatologic treatment apparatus",https://patents.google.com/patent/US7118563B2,A61B2018/00476,1134
US-4471780-A,Multiple ligating clip applier instrument,https://patents.google.com/patent/US4471780A,A61B17/128,1134
US-8800839-B2,Surgical instruments employing sensors,https://patents.google.com/patent/US8800839B2,A61B17/07207,1133
US-9433411-B2,Tool assembly for a surgical stapling device,https://patents.google.com/patent/US9433411B2,A61B2017/003,1133
US-10265068-B2,Surgical instruments with separable motors and motor control circuits,https://patents.google.com/patent/US10265068B2,A61B17/07207,1133
US-8646103-B2,Method and system for securing online identities,https://patents.google.com/patent/US8646103B2,H04L63/0407,1133
US-2009249222-A1,System and method for simultaneous media presentation,https://patents.google.com/patent/US20090249222A1,H04L51/52,1133
US-4297995-A,Bandage containing attachment post,https://patents.google.com/patent/US4297995A,Y10S128/26,1133
US-8608043-B2,Surgical instrument having a multi-layered drive beam,https://patents.google.com/patent/US8608043B2,A61B2017/00964,1133
US-5640193-A,Multimedia service access by reading marks on an object,https://patents.google.com/patent/US5640193A,H04N7/17318,1133
US-6813519-B2,Ambulatory medical apparatus and method using a robust communication protocol,https://patents.google.com/patent/US6813519B2,A61M2205/582,1133
US-7410483-B2,Hand-actuated device for remote manipulation of a grasping tool,https://patents.google.com/patent/US7410483B2,A61B17/07207,1133
US-8603077-B2,Force transmission for robotic surgical instrument,https://patents.google.com/patent/US8603077B2,Y10T74/20018,1133
US-7806871-B2,Method and device for tissue removal and for delivery of a therapeutic agent or bulking agent,https://patents.google.com/patent/US7806871B2,A61B2017/320775,1132
US-5728113-A,Endoscopic vascular suturing apparatus,https://patents.google.com/patent/US5728113A,A61B2017/0609,1132
US-2004133095-A1,Methods and devices for detecting abnormal tissue cells,https://patents.google.com/patent/US20040133095A1,A61B5/417,1132
US-6360888-B1,Glucose sensor package system,https://patents.google.com/patent/US6360888B1,A61B5/6849,1132
US-5723323-A,"Method of identifying a stochastically-generated peptide, polypeptide, or protein having ligand binding property and compositions thereof",https://patents.google.com/patent/US5723323A,A61K39/00,1132
US-5035706-A,Percutaneous stent and method for retrieval thereof,https://patents.google.com/patent/US5035706A,A61F2/90,1132
US-4807628-A,"Method and apparatus for storing, dispensing, and applying surgical staples",https://patents.google.com/patent/US4807628A,A61B17/0684,1132
US-5323907-A,Child resistant package assembly for dispensing pharmaceutical medications,https://patents.google.com/patent/US5323907A,B65D2585/56,1132
US-6029175-A,Automatic retrieval of changed files by a network software agent,https://patents.google.com/patent/US6029175A,H04L67/51,1132
US-2006064716-A1,Techniques for navigating multiple video streams,https://patents.google.com/patent/US20060064716A1,G11B27/28,1132
US-5797134-A,Motor vehicle monitoring system for determining a cost of insurance,https://patents.google.com/patent/US5797134A,G06Q40/02,1131
US-8894647-B2,System and method for performing surgical procedures with a reusable instrument module,https://patents.google.com/patent/US8894647B2,A61B2017/0046,1131
US-5645440-A,Patient cable connector,https://patents.google.com/patent/US5645440A,Y10S439/909,1131
US-8457545-B2,Information distribution and processing system,https://patents.google.com/patent/US8457545B2,H04H20/26,1131
US-5543588-A,Touch pad driven handheld computing device,https://patents.google.com/patent/US5543588A,G06F3/04166,1131
JP-H079622-U,Vehicle sun visor holder structure,https://patents.google.com/patent/JPH079622U,,1131
US-4543100-A,Catheter and drain tube retainer,https://patents.google.com/patent/US4543100A,A61M2025/0213,1131
US-6214345-B1,Lysosomal enzyme-cleavable antitumor drug conjugates,https://patents.google.com/patent/US6214345B1,A61K47/68,1131
US-5903117-A,Method and adaptor for connecting a powered surgical instrument to a medical console,https://patents.google.com/patent/US5903117A,H02P6/14,1131
US-5282861-A,Open cell tantalum structures for cancellous bone implants and cell and tissue receptors,https://patents.google.com/patent/US5282861A,A61F2/3094,1131
US-5175273-A,Nucleic acid intercalating agents,https://patents.google.com/patent/US5175273A,C07H19/06,1130
DE-2627679-A1,HEMATISTIC HIGH FREQUENCY EXTRACTOR FORCEPS,https://patents.google.com/patent/DE2627679A1,A61B2018/00928,1130
US-5410343-A,Video-on-demand services using public switched telephone network,https://patents.google.com/patent/US5410343A,H04M3/5307,1130
US-8056789-B1,Staple and feeder belt configurations for surgical stapler,https://patents.google.com/patent/US8056789B1,A61B17/068,1130
US-5309387-A,Tamper resistant module with logical elements arranged on a substrate to protect information stored in the same module,https://patents.google.com/patent/US5309387A,G06F21/87,1130
US-6147135-A,Fabrication of biocompatible polymeric composites,https://patents.google.com/patent/US6147135A,A61F2250/0014,1130
JP-S5456847-A,Medium for thermo transfer recording,https://patents.google.com/patent/JPS5456847A,B41M5/41,1130
DE-19751106-A1,Laser printer for printing on a photosensitive medium,https://patents.google.com/patent/DE19751106A1,B41J2/465,1130
US-6088717-A,Computer-based communication system and method using metadata defining a control-structure,https://patents.google.com/patent/US6088717A,H04L67/51,1129
US-9086875-B2,Controlling power consumption of a mobile device based on gesture recognition,https://patents.google.com/patent/US9086875B2,G06F1/3203,1129
US-7311709-B2,Electrosurgical instrument and method of use,https://patents.google.com/patent/US7311709B2,A61B2018/00797,1129
US-10405857-B2,Powered linear surgical stapler,https://patents.google.com/patent/US10405857B2,A61B2017/2933,1129
US-4470414-A,Laser surgical knife,https://patents.google.com/patent/US4470414A,A61B18/20,1129
US-9610080-B2,Staple line reinforcement for anvil and cartridge,https://patents.google.com/patent/US9610080B2,A61B17/07292,1129
US-5609587-A,Diaper having a lotioned topsheet comprising a liquid polyol polyester emollient and an immobilizing agent,https://patents.google.com/patent/US5609587A,A61F13/49,1129
US-9585658-B2,Stapling systems,https://patents.google.com/patent/US9585658B2,A61B2017/07285,1129
US-4634665-A,Processes for inserting DNA into eucaryotic cells and for producing proteinaceous materials,https://patents.google.com/patent/US4634665A,C12N15/85,1128
US-2003175553-A1,White light emitting oleds from combined monomer and aggregate emission,https://patents.google.com/patent/US20030175553A1,Y10S428/917,1128
DE-19751108-A1,Electrosurgical surgical tool,https://patents.google.com/patent/DE19751108A1,A61B2017/00296,1128
KR-20000051826-A,New organomattalic complex molecule for the fabrication of organic light emitting diodes,https://patents.google.com/patent/KR20000051826A,C07D471/04,1128
US-5752974-A,Injectable or implantable biomaterials for filling or blocking lumens and voids of the body,https://patents.google.com/patent/US5752974A,A61P15/18,1128
US-7388484-B2,Conductive tamper switch for security devices,https://patents.google.com/patent/US7388484B2,G08B29/046,1128
US-6148412-A,Availability and recovery of files using copy storage pools,https://patents.google.com/patent/US6148412A,G06F11/1448,1128
US-5334974-A,Personal security system,https://patents.google.com/patent/US5334974A,G08B25/016,1128
US-5383892-A,Stent for transluminal implantation,https://patents.google.com/patent/US5383892A,A61F2/90,1127
US-7215517-B2,"Constant-voltage switching power supply provided with overvoltage output protecting circuit, and electronic apparatus provided with overvoltage protecting circuit",https://patents.google.com/patent/US7215517B2,H02M3/3385,1127
US-D847989-S,Surgical fastener cartridge,https://patents.google.com/patent/USD847989S1,A61B2017/07271,1127
US-4922901-A,Drug delivery articles utilizing electrical energy,https://patents.google.com/patent/US4922901A,A61M11/04,1127
SU-401367-A1,BIAKTIVNYE ELECTRO SURGICAL INSTRUMENT,https://patents.google.com/patent/SU401367A1,,1127
US-8752748-B2,Surgical device having a rotatable jaw portion,https://patents.google.com/patent/US8752748B2,A61B2017/07285,1127
DE-29616210-U1,Handle for surgical instruments,https://patents.google.com/patent/DE29616210U1,A61B17/2909,1127
US-7249267-B2,Method and system for communicating filter compensation coefficients for a digital power control system,https://patents.google.com/patent/US7249267B2,H02J1/082,1127
US-7591818-B2,Cardiac ablation devices and methods,https://patents.google.com/patent/US7591818B2,A61B1/12,1126
US-8007370-B2,Metal injection molded putter,https://patents.google.com/patent/US8007370B2,A63B2209/00,1126
JP-S6071260-A,recording device,https://patents.google.com/patent/JPS6071260A,B41J2/14161,1126
US-5792573-A,Rechargeable battery adapted to be attached to orthopedic device,https://patents.google.com/patent/US5792573A,A61B17/1628,1126
US-5201757-A,Medial region deployment of radially self-expanding stents,https://patents.google.com/patent/US5201757A,A61F2/9517,1126
US-7930040-B1,Rotatable lead introducer,https://patents.google.com/patent/US7930040B1,A61B2017/0441,1126
US-5550111-A,"Dual action 2&#39;,5&#39;-oligoadenylate antiviral derivatives and uses thereof",https://patents.google.com/patent/US5550111A,A61K47/557,1126
US-9050100-B2,Surgical instrument with feedback at end effector,https://patents.google.com/patent/US9050100B2,A61B2018/00303,1126
US-2012033360-A1,Electronic device assembly,https://patents.google.com/patent/US20120033360A1,G06F2200/1633,1126
US-2005010158-A1,Drop-in blood treatment cartridge with filter,https://patents.google.com/patent/US20050010158A1,A61M2205/128,1126
US-6229856-B1,Method and apparatus for demodulating signals in a pulse oximetry system,https://patents.google.com/patent/US6229856B1,A61B5/7228,1125
US-9675351-B2,Buttress release from surgical stapler by knife pushing,https://patents.google.com/patent/US9675351B2,A61B2017/00526,1125
US-6249105-B1,System and method for detecting performance components of a battery pack,https://patents.google.com/patent/US6249105B1,H01M10/4257,1125
JP-2000350732-A,"Electrosurgical system, electrosurgical generator, and method for cutting or ablating tissue in electrosurgery",https://patents.google.com/patent/JP2000350732A,A61B18/1206,1125
US-4963498-A,Capillary flow device,https://patents.google.com/patent/US4963498A,G01N2021/825,1125
EP-0528478-B1,Cordless power tool,https://patents.google.com/patent/EP0528478B1,H01M50/213,1125
US-5747498-A,Alkynyl and azido-substituted 4-anilinoquinazolines,https://patents.google.com/patent/US5747498A,A61P35/00,1124
US-5774876-A,Managing assets with active electronic tags,https://patents.google.com/patent/US5774876A,G01S7/4091,1124
US-10105140-B2,Surgical console and hand-held surgical device,https://patents.google.com/patent/US10105140B2,A61B2017/00119,1124
US-5544649-A,Ambulatory patient health monitoring techniques utilizing interactive visual communication,https://patents.google.com/patent/US5544649A,H04N7/18,1124
US-2005108001-A1,Method and apparatus for textual exploration discovery,https://patents.google.com/patent/US20050108001A1,G06F40/253,1124
US-6221023-B1,Sensor for intra-corporeal medical device and a method of manufacture,https://patents.google.com/patent/US6221023B1,A61B90/06,1124
EP-1813199-A1,Surgical instrument having a feedback system,https://patents.google.com/patent/EP1813199A1,A61B34/76,1124
WO-03094743-A1,Wound closure material applicator and stapler,https://patents.google.com/patent/WO2003094743A1,A61B2017/07278,1124
US-7215984-B2,Signal processing apparatus,https://patents.google.com/patent/US7215984B2,G06F2218/04,1124
US-2003040772-A1,Delivery devices,https://patents.google.com/patent/US20030040772A1,A61F2002/075,1124
US-5445638-B1,Bipolar coagulation and cutting forceps,https://patents.google.com/patent/US5445638B1,A61B2018/00196,1124
US-5445638-A,Bipolar coagulation and cutting forceps,https://patents.google.com/patent/US5445638A,A61B18/1482,1124
US-5635483-A,Tumor inhibiting tetrapeptide bearing modified phenethyl amides,https://patents.google.com/patent/US5635483A,A61P35/00,1124
US-2001042785-A1,Method and apparatus for funds and credit line transfers,https://patents.google.com/patent/US20010042785A1,G06Q20/401,1123
US-5520634-A,Mechanical morcellator,https://patents.google.com/patent/US5520634A,A61M1/84,1123
US-2002014510-A1,Gathering stapler with separate drives and method of operating the gathering stapler,https://patents.google.com/patent/US20020014510A1,B42C19/08,1123
US-7761892-B2,Client server based interactive television program guide system with remote server recording,https://patents.google.com/patent/US7761892B2,H04N21/47208,1123
US-6071795-A,Separation of thin films from transparent substrates by selective optical processing,https://patents.google.com/patent/US6071795A,H01L2221/68363,1123
US-6740059-B2,"Devices, systems and methods for patient infusion",https://patents.google.com/patent/US6740059B2,G16H20/17,1123
US-5677437-A,Heteroatomic oligonucleoside linkages,https://patents.google.com/patent/US5677437A,C07F7/1804,1123
US-5582616-A,Surgical helical fastener with applicator,https://patents.google.com/patent/US5582616A,A61B17/064,1123
US-5620326-A,Anatomical simulator for videoendoscopic surgical training,https://patents.google.com/patent/US5620326A,G09B23/28,1123
US-7850623-B2,Elongate medical device with continuous reinforcement member,https://patents.google.com/patent/US7850623B2,A61M25/0045,1122
US-5370697-A,Artificial intervertebral disk member,https://patents.google.com/patent/US5370697A,A61F2002/30975,1122
US-3850578-A,Process for assaying for biologically active molecules,https://patents.google.com/patent/US3850578A,Y10S436/803,1122
US-5609627-A,Method for delivering a bifurcated endoluminal prosthesis,https://patents.google.com/patent/US5609627A,A61F2220/0033,1122
US-2007005795-A1,Object oriented video system,https://patents.google.com/patent/US20070005795A1,H04N19/94,1122
US-8308041-B2,Staple formed over the wire wound closure procedure,https://patents.google.com/patent/US8308041B2,A61B17/07207,1122
US-6514249-B1,Positioning system and method for orienting an ablation element within a pulmonary vein ostium,https://patents.google.com/patent/US6514249B1,A61B18/1492,1122
US-6506197-B1,Surgical method for affixing a valve to a heart using a looped suture combination,https://patents.google.com/patent/US6506197B1,A61B17/06138,1122
US-4807031-A,Interactive video method and apparatus,https://patents.google.com/patent/US4807031A,G09B5/065,1122
US-9364229-B2,Circular anastomosis structures,https://patents.google.com/patent/US9364229B2,A61B17/00491,1122
US-7322859-B2,Electrical connector,https://patents.google.com/patent/US7322859B2,H01R13/6397,1122
US-5202231-A,Method of sequencing of genomes by hybridization of oligonucleotide probes,https://patents.google.com/patent/US5202231A,Y10T436/143333,1121
US-5858001-A,Cartridge-based drug delivery device,https://patents.google.com/patent/US5858001A,A61M2005/14252,1121
US-6228098-B1,Apparatus and method for surgical fastening,https://patents.google.com/patent/US6228098B1,A61B17/0684,1121
US-4296881-A,Surgical stapler using cartridge,https://patents.google.com/patent/US4296881A,A61B17/072,1121
US-5521184-A,Pyrimidine derivatives and processes for the preparation thereof,https://patents.google.com/patent/US5521184A,C07D409/04,1121
US-8215532-B2,Tissue stop for surgical instrument,https://patents.google.com/patent/US8215532B2,A61B17/072,1121
US-5655081-A,System for monitoring and managing computer resources and applications across a distributed computing environment using an intelligent autonomous agent architecture,https://patents.google.com/patent/US5655081A,G06F2201/86,1121
US-2014378950-A1,Rotatable connector for medical use,https://patents.google.com/patent/US20140378950A1,A61M39/1055,1120
US-5540688-A,Intervertebral stabilization device incorporating dampers,https://patents.google.com/patent/US5540688A,A61B17/7005,1120
US-7726171-B2,Device and process for calibrating geometrical measurements of surgical tools and orienting the same in space,https://patents.google.com/patent/US7726171B2,A61B2017/00725,1120
US-4981957-A,Oligonucleotides with modified phosphate and modified carbohydrate moieties at the respective chain termini,https://patents.google.com/patent/US4981957A,A61P31/12,1120
US-5850019-A,Promoter (FLt) for the full-length transcript of peanut chlorotic streak caulimovirus (PCLSV) and expression of chimeric genes in plants,https://patents.google.com/patent/US5850019A,C07K14/005,1120
US-7762998-B2,Implantable device fastening system and methods of use,https://patents.google.com/patent/US7762998B2,A61B2017/0647,1120
US-9351731-B2,Surgical stapling apparatus including releasable surgical buttress,https://patents.google.com/patent/US9351731B2,A61B17/07207,1120
US-2011021871-A1,Laparoscopic surgical instrument,https://patents.google.com/patent/US20110021871A1,A61B2034/306,1120
US-8663262-B2,Battery assembly for battery-powered surgical instruments,https://patents.google.com/patent/US8663262B2,A61B17/320092,1120
US-6588277-B2,Method for detecting transverse mode vibrations in an ultrasonic hand piece/blade,https://patents.google.com/patent/US6588277B2,A61B2017/320089,1119
US-2798053-A,Carboxylic polymers,https://patents.google.com/patent/US2798053A,A61K8/8129,1119
US-5600573-A,Operations center with video storage for a television program packaging and delivery system,https://patents.google.com/patent/US5600573A,H04N21/44222,1119
US-5474555-A,Spinal implant system,https://patents.google.com/patent/US5474555A,A61B17/7083,1119
US-8708210-B2,Method and force-limiting handle mechanism for a surgical instrument,https://patents.google.com/patent/US8708210B2,Y10T74/20612,1119
US-6343313-B1,"Computer conferencing system with real-time multipoint, multi-speed, multi-stream scalability",https://patents.google.com/patent/US6343313B1,H04L12/1831,1119
US-9597104-B2,"Handheld surgical handle assembly, surgical adapters for use between surgical handle assembly and surgical end effectors, and methods of use",https://patents.google.com/patent/US9597104B2,A61B17/32,1119
US-2004105264-A1,Multiple Light-Source Illuminating System,https://patents.google.com/patent/US20040105264A1,F21V29/60,1119
US-10285705-B2,Surgical stapling system comprising a grooved forming pocket,https://patents.google.com/patent/US10285705B2,A61B2017/00407,1119
US-5344415-A,Sterile system for dressing vascular access site,https://patents.google.com/patent/US5344415A,A61M25/02,1118
US-6009274-A,Method and apparatus for automatically updating software components on end systems over a network,https://patents.google.com/patent/US6009274A,H04L9/40,1118
US-6185356-B1,Protective cover for a lighting device,https://patents.google.com/patent/US6185356B1,G02B6/0036,1118
US-4586502-A,Surgical instrument actuator with non-collinear hydraulic pistons,https://patents.google.com/patent/US4586502A,A61B2017/0419,1118
US-2008200940-A1,Ultrasonic device for cutting and coagulating,https://patents.google.com/patent/US20080200940A1,A61B17/320068,1118
US-5124990-A,Diagnostic hardware for serial datalink,https://patents.google.com/patent/US5124990A,Y04S40/00,1118
US-5867478-A,"Synchronous coherent orthogonal frequency division multiplexing system, method, software and device",https://patents.google.com/patent/US5867478A,H04L1/06,1118
US-2014081176-A1,Surgical technique(s) and/or device(s),https://patents.google.com/patent/US20140081176A1,A61M25/10181,1117
US-6998816-B2,System and method for reducing external battery capacity requirement for a wireless card,https://patents.google.com/patent/US6998816B2,H02M1/007,1117
US-6458077-B1,"Medical instrument, in particular a rectoscope",https://patents.google.com/patent/US6458077B1,A61B2017/3452,1117
US-7046230-B2,Touch pad handheld device,https://patents.google.com/patent/US7046230B2,G06F1/1626,1117
US-5026373-A,Surgical method and apparatus for fusing adjacent bone structures,https://patents.google.com/patent/US5026373A,A61F2002/30593,1117
US-5466677-A,Dinucleoside phosphinates and their pharmaceutical compositions,https://patents.google.com/patent/US5466677A,A61P31/12,1117
US-2014188159-A1,Surgical tool,https://patents.google.com/patent/US20140188159A1,A61B17/29,1117
US-5247347-A,Pstn architecture for video-on-demand services,https://patents.google.com/patent/US5247347A,H04N7/17318,1117
WO-9958572-A1,Binding molecules derived from immunoglobulins which do not trigger complement mediated lysis,https://patents.google.com/patent/WO1999058572A1,A61P37/08,1117
US-6287965-B1,Method of forming metal layer using atomic layer deposition and semiconductor device having the metal layer as barrier metal layer or upper or lower electrode of capacitor,https://patents.google.com/patent/US6287965B1,H01L28/75,1117
US-4635638-A,Power-driven gripping tool particularly useful as a suturing device,https://patents.google.com/patent/US4635638A,A61B2017/00371,1116
US-8808274-B2,Wound dressing,https://patents.google.com/patent/US8808274B2,A61F13/00063,1116
JP-2001128990-A,Electrosurgical instruments and electrosurgical tool converters,https://patents.google.com/patent/JP2001128990A,A61B18/1492,1116
US-5456684-A,Multifunctional minimally invasive surgical instrument,https://patents.google.com/patent/US5456684A,A61M1/772,1116
US-7918845-B2,Endoluminal tool deployment system,https://patents.google.com/patent/US7918845B2,A61M25/0147,1116
US-10335149-B2,Articulatable surgical instruments with composite firing beam structures with center firing support member for articulation support,https://patents.google.com/patent/US10335149B2,A61B2090/0818,1116
US-5973683-A,Dynamic regulation of television viewing content based on viewer profile and viewing history,https://patents.google.com/patent/US5973683A,H04N7/163,1116
US-6714804-B2,Stereo pulse oximeter,https://patents.google.com/patent/US6714804B2,A61B5/14551,1116
US-7378817-B2,Inductive power adapter,https://patents.google.com/patent/US7378817B2,G06F1/26,1116
US-5480423-A,Prosthesis delivery,https://patents.google.com/patent/US5480423A,A61F2/90,1116
US-5264105-A,Enzyme electrodes,https://patents.google.com/patent/US5264105A,Y10S435/817,1116
US-5658298-A,Laparoscopic tool,https://patents.google.com/patent/US5658298A,A61B17/12013,1116
US-8956390-B2,Devices and methods for applying bolster materials to surgical fastening apparatuses,https://patents.google.com/patent/US8956390B2,A61B17/07292,1116
US-8920443-B2,Medical devices and methods useful for applying bolster material,https://patents.google.com/patent/US8920443B2,A61B2090/037,1116
US-6167445-A,Method and apparatus for defining and implementing high-level quality of service policies in computer networks,https://patents.google.com/patent/US6167445A,H04L41/5096,1115
US-4586501-A,Device for partly occluding a vessel in particular the inferior vena cava and inherent component of this device,https://patents.google.com/patent/US4586501A,A61B17/12,1115
US-5061049-A,Spatial light modulator and method,https://patents.google.com/patent/US5061049A,G03F7/70291,1115
US-5941947-A,System and method for controlling access to data entities in a computer network,https://patents.google.com/patent/US5941947A,H04L63/101,1115
US-8137339-B2,Working mechanism and manipulator,https://patents.google.com/patent/US8137339B2,A61B2017/2943,1115
US-8636191-B2,Anastomotic staple with capillary which expels a bonding agent upon deformation,https://patents.google.com/patent/US8636191B2,A61B17/00491,1115
US-5359044-A,Cyclobutyl oligonucleotide surrogates,https://patents.google.com/patent/US5359044A,C07C43/196,1115
US-8228048-B2,Method and system of regulating voltages,https://patents.google.com/patent/US8228048B2,G05F1/563,1115
US-6341236-B1,Vagal nerve stimulation techniques for treatment of epileptic seizures,https://patents.google.com/patent/US6341236B1,A61N1/36135,1115
US-6356801-B1,High availability work queuing in an automated data storage library,https://patents.google.com/patent/US6356801B1,G06F9/5027,1115
US-9295466-B2,Surgical apparatus including surgical buttress,https://patents.google.com/patent/US9295466B2,A61B17/07292,1115
US-7384403-B2,Wireless communication system for transmitting information from a medical device,https://patents.google.com/patent/US7384403B2,A61F2002/3067,1115
US-4475909-A,Male urinary device and method for applying the device,https://patents.google.com/patent/US4475909A,A61F5/453,1115
US-5470008-A,Apparatus for applying surgical fasteners,https://patents.google.com/patent/US5470008A,A61B2017/07214,1115
US-D393830-S,Patient cable connector,https://patents.google.com/patent/USD393830S,,1114
US-6419704-B1,Artificial intervertebral disc replacement methods and apparatus,https://patents.google.com/patent/US6419704B1,A61F2/442,1114
US-5544802-A,Surgical staple and stapler device therefor,https://patents.google.com/patent/US5544802A,Y10S227/902,1114
US-4986271-A,Vivo refillable glucose sensor,https://patents.google.com/patent/US4986271A,C12M21/18,1114
US-D286442-S,Surgical fastener,https://patents.google.com/patent/USD286442S,,1114
US-6796921-B1,Three speed rotary power tool,https://patents.google.com/patent/US6796921B1,F16H2200/2005,1114
US-2002120185-A1,System for combined transcutaneous blood gas monitoring and vacuum assisted wound closure,https://patents.google.com/patent/US20020120185A1,A61M1/962,1114
US-8672951-B2,Electrically self-powered surgical instrument with manual release,https://patents.google.com/patent/US8672951B2,A61B2017/00017,1114
US-6511539-B1,Apparatus and method for growth of a thin film,https://patents.google.com/patent/US6511539B1,C23C16/452,1114
US-4977594-A,Database usage metering and protection system and method,https://patents.google.com/patent/US4977594A,G06F2221/2135,1114
US-6259937-B1,Implantable substrate sensor,https://patents.google.com/patent/US6259937B1,A61N1/372,1114
US-5176688-A,Stone extractor and method,https://patents.google.com/patent/US5176688A,A61B2017/922,1114
US-D850617-S,Surgical fastener cartridge,https://patents.google.com/patent/USD850617S1,A61B2017/07271,1114
US-2008096726-A1,Athletic Performance Sensing and/or Tracking Systems and Methods,https://patents.google.com/patent/US20080096726A1,A63B2024/0071,1114
US-6343224-B1,Reusable pulse oximeter probe and disposable bandage apparatus,https://patents.google.com/patent/US6343224B1,A61B5/6826,1114
US-5433739-A,Method and apparatus for heating an intervertebral disc for relief of back pain,https://patents.google.com/patent/US5433739A,A61B2017/00261,1114
US-2006259136-A1,Heart valve prosthesis and methods of manufacture and use,https://patents.google.com/patent/US20060259136A1,A61F2/2418,1114
US-6756997-B1,"Systems and methods for displaying and recording control interface with television programs, video, advertising information and program scheduling information",https://patents.google.com/patent/US6756997B1,H04N21/44224,1114
US-6048342-A,Spine distraction implant,https://patents.google.com/patent/US6048342A,A61B2017/0256,1113
US-3618842-A,Surgical stapling cartridge with cylindrical driving cams,https://patents.google.com/patent/US3618842A,A61B17/0684,1113
US-7955380-B2,Prosthesis fixation apparatus and methods,https://patents.google.com/patent/US7955380B2,A61B2017/0464,1113
